,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
67,56.92986,8.0015515,1.7190217,4.654712,3.24E-06,1.51E-03,ENSG00000157654,PALM2-AKAP2
85,319.4367,7.9221136,1.6292877,4.862317,1.16E-06,7.71E-04,ENSG00000172175,MALT1
72,794.94549,7.0127009,0.6484176,10.8151,2.92E-27,4.36E-23,ENSG00000165097,KDM1B
64,84.29919,6.2816588,1.6648985,3.772998,1.61E-04,2.74E-02,ENSG00000156150,ALX3
105,441.45141,6.0015479,1.5404914,3.895866,9.78E-05,2.03E-02,ENSG00000221988,PPT2
40,290.67357,5.8725887,0.6584994,8.918138,4.74E-19,2.36E-15,ENSG00000126953,TIMM8A
107,82.93764,4.6513745,1.2515692,3.716434,2.02E-04,3.14E-02,ENSG00000255073,ZFP91-CNTF
48,102.95848,4.1113481,0.9805426,4.192932,2.75E-05,8.22E-03,ENSG00000138411,HECW2
70,740.92883,3.6260007,0.9455406,3.834844,1.26E-04,2.35E-02,ENSG00000164597,COG5
13,96.42713,3.3978577,0.7676265,4.426447,9.58E-06,3.49E-03,ENSG00000068781,STON1-GTF2A1L
49,752.26596,3.2472029,0.4478019,7.251427,4.12E-13,8.38E-10,ENSG00000138767,CNOT6L
110,345.01495,3.0131077,0.5908243,5.099837,3.40E-07,2.82E-04,ENSG00000269897,COMMD3-BMI1
93,456.36377,2.2635951,0.4513856,5.01477,5.31E-07,3.96E-04,ENSG00000182372,CLN8
41,15680.63482,2.1119238,0.2722764,7.756543,8.73E-15,2.60E-11,ENSG00000127022,CANX
108,612.2171,2.0818854,0.5150393,4.042187,5.30E-05,1.36E-02,ENSG00000256269,HMBS
16,346.20807,1.9101638,0.5213042,3.664202,2.48E-04,3.64E-02,ENSG00000072840,EVC
36,6258.27587,1.9097896,0.3233958,5.905426,3.52E-09,3.75E-06,ENSG00000119139,TJP2
23,1747.47911,1.8383007,0.4433224,4.146645,3.37E-05,9.34E-03,ENSG00000104738,MCM4
15,1299.02369,1.8015896,0.4735963,3.804062,1.42E-04,2.50E-02,ENSG00000070047,PHRF1
95,146.74783,1.7558641,0.4140069,4.241147,2.22E-05,7.06E-03,ENSG00000185900,POMK
80,966.84433,1.7443673,0.3876654,4.499672,6.81E-06,2.67E-03,ENSG00000168216,LMBRD1
97,4099.83193,1.719014,0.2374386,7.239826,4.49E-13,8.38E-10,ENSG00000196367,TRRAP
89,4546.27574,1.7163578,0.3574622,4.801509,1.57E-06,9.40E-04,ENSG00000174780,SRP72
54,3789.66417,1.6952899,0.4771763,3.552754,3.81E-04,4.78E-02,ENSG00000143614,GATAD2B
35,1650.80754,1.5760447,0.4206592,3.746607,1.79E-04,2.85E-02,ENSG00000117593,DARS2
58,4817.58325,1.5528104,0.3381642,4.591883,4.39E-06,1.87E-03,ENSG00000147044,CASK
109,2532.04957,1.5139364,0.3145372,4.813219,1.49E-06,9.23E-04,ENSG00000257315,ZBED6
99,5020.4243,1.4608242,0.2357031,6.197729,5.73E-10,7.12E-07,ENSG00000197879,MYO1C
71,323.09324,1.4491992,0.3776138,3.837781,1.24E-04,2.35E-02,ENSG00000164742,ADCY1
32,994.12388,1.3943582,0.3471469,4.016623,5.90E-05,1.49E-02,ENSG00000116127,ALMS1
17,8468.26614,1.3933822,0.1762026,7.907843,2.62E-15,9.77E-12,ENSG00000080603,SRCAP
26,1134.67901,1.379245,0.316647,4.355782,1.33E-05,4.50E-03,ENSG00000109320,NFKB1
87,1493.39016,1.3737765,0.3072616,4.471032,7.78E-06,2.90E-03,ENSG00000173193,PARP14
62,5598.563,1.3487765,0.2990655,4.50997,6.48E-06,2.62E-03,ENSG00000151914,DST
42,3454.32332,1.3356011,0.2962001,4.509118,6.51E-06,2.62E-03,ENSG00000128731,HERC2
31,2408.97949,1.2711623,0.3425349,3.711045,2.06E-04,3.17E-02,ENSG00000112902,SEMA5A
45,1503.04341,1.2342661,0.3115084,3.962224,7.43E-05,1.68E-02,ENSG00000134900,TPP2
22,2298.89375,1.2103327,0.1928088,6.277373,3.44E-10,4.67E-07,ENSG00000104067,TJP1
68,14037.026,1.2051691,0.2221859,5.424147,5.82E-08,5.79E-05,ENSG00000160710,ADAR
57,327.11872,1.1625791,0.3045379,3.817518,1.35E-04,2.42E-02,ENSG00000145217,SLC26A1
6,2366.0327,1.1287231,0.3181267,3.54803,3.88E-04,4.79E-02,ENSG00000064393,HIPK2
86,1912.62874,1.1216941,0.2881869,3.892245,9.93E-05,2.03E-02,ENSG00000173064,HECTD4
78,3622.78569,1.1142722,0.3123141,3.567794,3.60E-04,4.71E-02,ENSG00000167972,ABCA3
75,1364.97141,1.0508721,0.2390644,4.39577,1.10E-05,3.92E-03,ENSG00000166402,TUB
43,3358.46484,1.0203624,0.2834202,3.600176,3.18E-04,4.35E-02,ENSG00000133401,PDZD2
50,3836.26486,1.0108363,0.2606748,3.877767,1.05E-04,2.10E-02,ENSG00000139514,SLC7A1
4,6415.47,1.0084751,0.2550201,3.954492,7.67E-05,1.71E-02,ENSG00000055609,KMT2C
51,4133.26558,0.9956435,0.2638936,3.772897,1.61E-04,2.74E-02,ENSG00000140526,ABHD2
76,3712.2329,0.9890315,0.2282325,4.333438,1.47E-05,4.87E-03,ENSG00000166833,NAV2
103,6793.70511,0.9852877,0.2028355,4.85757,1.19E-06,7.71E-04,ENSG00000204394,VARS
34,23989.97401,0.98126,0.2559285,3.834118,1.26E-04,2.35E-02,ENSG00000117523,PRRC2C
96,4286.92661,0.9496986,0.26751,3.550143,3.85E-04,4.79E-02,ENSG00000186340,THBS2
29,3876.00241,0.9030724,0.2145985,4.208196,2.57E-05,7.84E-03,ENSG00000112379,ARFGEF3
55,1490.65811,0.8828616,0.2335895,3.779543,1.57E-04,2.73E-02,ENSG00000143970,ASXL2
84,4185.01313,0.8819362,0.2431677,3.626864,2.87E-04,4.08E-02,ENSG00000171634,BPTF
102,1581.0106,0.8802904,0.2420633,3.636612,2.76E-04,3.96E-02,ENSG00000198836,OPA1
12,3258.88798,0.8717708,0.1702991,5.119057,3.07E-07,2.69E-04,ENSG00000068654,POLR1A
88,1781.109,0.8218049,0.2311056,3.555971,3.77E-04,4.76E-02,ENSG00000174197,MGA
7,1417.42946,0.7970214,0.2006084,3.973021,7.10E-05,1.65E-02,ENSG00000065060,UHRF1BP1
8,2323.08509,0.791524,0.199197,3.973574,7.08E-05,1.65E-02,ENSG00000065526,SPEN
19,87852.97938,0.7673916,0.20382,3.765045,1.67E-04,2.79E-02,ENSG00000096696,DSP
33,7128.84783,0.7644417,0.1650665,4.631113,3.64E-06,1.60E-03,ENSG00000116539,ASH1L
53,4973.34745,0.739333,0.20494,3.607558,3.09E-04,4.27E-02,ENSG00000143126,CELSR2
9,2253.45739,0.7352009,0.1784979,4.11882,3.81E-05,1.03E-02,ENSG00000065883,CDK13
28,4662.89193,0.7265904,0.1852576,3.922055,8.78E-05,1.87E-02,ENSG00000112159,MDN1
18,4179.97382,0.6956421,0.1899569,3.662104,2.50E-04,3.64E-02,ENSG00000084774,CAD
5,9741.14699,0.6925943,0.1794957,3.858556,1.14E-04,2.21E-02,ENSG00000060237,WNK1
47,43377.24967,0.6885576,0.1832929,3.756597,1.72E-04,2.81E-02,ENSG00000136068,FLNB
21,3413.84671,0.6664918,0.1749165,3.810343,1.39E-04,2.46E-02,ENSG00000100393,EP300
38,2482.98425,0.6609938,0.1839168,3.593983,3.26E-04,4.38E-02,ENSG00000125686,MED1
1,5539.65203,0.6531896,0.1648103,3.963282,7.39E-05,1.68E-02,ENSG00000005339,CREBBP
37,20000.15901,0.6140885,0.1659863,3.699633,2.16E-04,3.25E-02,ENSG00000124942,AHNAK
11,2359.70702,0.5875238,0.1651622,3.557252,3.75E-04,4.76E-02,ENSG00000068650,ATP11A
98,30821.12834,-0.6214908,0.1458468,-4.261259,2.03E-05,6.59E-03,ENSG00000197747,S100A10
27,9064.6572,-0.6877351,0.1536008,-4.477419,7.56E-06,2.89E-03,ENSG00000111328,CDK2AP1
59,13951.1378,-0.6910818,0.1786881,-3.867532,1.10E-04,2.16E-02,ENSG00000148180,GSN
81,7711.23865,-0.7213778,0.1970627,-3.660651,2.52E-04,3.64E-02,ENSG00000168374,ARF4
69,42314.53647,-0.7224691,0.1839209,-3.928152,8.56E-05,1.85E-02,ENSG00000163041,H3F3A
92,2271.28364,-0.7404567,0.1968,-3.762483,1.68E-04,2.79E-02,ENSG00000181467,RAP2B
24,3379.11924,-0.7497369,0.2095298,-3.578187,3.46E-04,4.57E-02,ENSG00000106803,SEC61B
100,1326.32663,-0.7932272,0.221433,-3.582245,3.41E-04,4.54E-02,ENSG00000198736,MSRB1
74,1570.03009,-0.9254674,0.2282936,-4.053847,5.04E-05,1.32E-02,ENSG00000166289,PLEKHF1
