,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
23,8.43E+01,6.5262502,1.6648985,3.919909,8.86E-05,2.79E-02,ENSG00000156150,ALX3
18,4.98E+02,2.2085574,0.5464904,4.041347,5.31E-05,2.10E-02,ENSG00000136010,ALDH1L2
36,1.64E+03,1.8896545,0.2643707,7.147747,8.82E-13,1.22E-08,ENSG00000170445,HARS
26,5.74E+02,1.5620212,0.3603738,4.334448,1.46E-05,8.43E-03,ENSG00000157927,RADIL
49,1.66E+04,1.5337402,0.309862,4.949753,7.43E-07,7.35E-04,ENSG00000256045,MTRNR2L10
52,2.92E+04,1.5107238,0.3627448,4.164701,3.12E-05,1.39E-02,ENSG00000270188,MTRNR2L11
47,1.64E+04,1.445854,0.3190377,4.531923,5.84E-06,4.76E-03,ENSG00000232196,MTRNR2L4
6,5.51E+02,1.4408772,0.3728055,3.864956,1.11E-04,3.21E-02,ENSG00000065621,GSTO2
50,1.70E+05,1.4399754,0.3210456,4.485267,7.28E-06,5.31E-03,ENSG00000256618,MTRNR2L1
51,1.08E+06,1.4396954,0.2732706,5.268387,1.38E-07,2.30E-04,ENSG00000269028,MTRNR2L12
53,3.62E+04,1.436937,0.2753822,5.217974,1.81E-07,2.30E-04,ENSG00000270672,MTRNR2L6
7,2.31E+03,1.4288429,0.3477132,4.109257,3.97E-05,1.67E-02,ENSG00000066923,STAG3
48,2.67E+05,1.4107605,0.3279404,4.301881,1.69E-05,9.38E-03,ENSG00000255823,MTRNR2L8
9,1.94E+03,1.3023954,0.3214333,4.051837,5.08E-05,2.07E-02,ENSG00000070669,ASNS
45,1.78E+03,1.2898113,0.3349741,3.85048,1.18E-04,3.33E-02,ENSG00000196584,XRCC2
33,3.62E+03,1.1825654,0.3122337,3.787437,1.52E-04,4.05E-02,ENSG00000167972,ABCA3
3,2.32E+04,-0.6925272,0.1786217,-3.877061,1.06E-04,3.11E-02,ENSG00000030582,GRN
29,6.61E+03,-0.818236,0.1839409,-4.448365,8.65E-06,5.99E-03,ENSG00000163346,PBXIP1
1,1.30E+03,-0.8509746,0.2275331,-3.740003,1.84E-04,4.55E-02,ENSG00000005884,ITGA3
10,2.05E+03,-0.8645346,0.2187802,-3.951612,7.76E-05,2.56E-02,ENSG00000074527,NTN4
